Time,Frequency,FFT
102.0,0.0,24.12003575299962
103.0,0.02857142857142857,1.767305122525141
104.0,0.05714285714285714,1.8188163302019786
105.0,0.08571428571428572,0.8549591613695975
106.0,0.11428571428571428,1.007757066097698
107.0,0.14285714285714285,0.14573170770614152
108.0,0.17142857142857143,0.7352930742688671
109.0,0.19999999999999998,0.7798699786193359
110.0,0.22857142857142856,0.4217543804378107
111.0,0.2571428571428571,0.3054007120808394
112.0,0.2857142857142857,0.29095607063575146
113.0,0.3142857142857143,0.1984001713956988
114.0,0.34285714285714286,0.1905017435558629
115.0,0.37142857142857144,0.16590774935895689
116.0,0.39999999999999997,0.17116073652946445
117.0,0.42857142857142855,0.2566888306246198
118.0,0.45714285714285713,0.16373130664482508
